0.000000000000000000e+00 -1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
2.002002002002001985e-02 -9.991985050821354797e-01 9.967985126915898109e-01 0.000000000000000000e+00
4.004004004004003969e-02 -9.967953369274554776e-01 9.872530043068662442e-01 0.000000000000000000e+00
6.006006006006005954e-02 -9.927943611670122515e-01 9.715382827087071238e-01 0.000000000000000000e+00
8.008008008008007939e-02 -9.872020348755172758e-01 9.499399672430599573e-01 0.000000000000000000e+00
1.001001001001000923e-01 -9.800274349580818667e-01 9.228462342768458671e-01 0.000000000000000000e+00
1.201201201201201191e-01 -9.712822926718368555e-01 8.907366588365701610e-01 0.000000000000000000e+00
1.401401401401401459e-01 -9.609810361695837466e-01 8.541686262856976741e-01 0.000000000000000000e+00
1.601601601601601588e-01 -9.491408405755423772e-01 8.137618399051735896e-01 0.000000000000000000e+00
1.801801801801801717e-01 -9.357816850866970126e-01 7.701815027424375737e-01 0.000000000000000000e+00
2.002002002002001846e-01 -9.209264172426974149e-01 7.241207837462727559e-01 0.000000000000000000e+00
2.202202202202202252e-01 -9.046008235794815722e-01 6.762831888616885889e-01 0.000000000000000000e+00
2.402402402402402382e-01 -8.868337040416739425e-01 6.273654371510358763e-01 0.000000000000000000e+00
2.602602602602602788e-01 -8.676569474740976062e-01 5.780413984255066140e-01 0.000000000000000000e+00
2.802802802802802917e-01 -8.471056066865708667e-01 5.289475843879472006e-01 0.000000000000000000e+00
3.003003003003003046e-01 -8.252179720468542090e-01 4.806706000768375953e-01 0.000000000000000000e+00
3.203203203203203175e-01 -8.020356422170533683e-01 4.337368628845149066e-01 0.000000000000000000e+00
3.403403403403403304e-01 -7.776035901798434846e-01 3.886047895705219135e-01 0.000000000000000000e+00
3.603603603603603434e-01 -7.519702224781767974e-01 3.456595430130384727e-01 0.000000000000000000e+00
3.803803803803803563e-01 -7.251874296314678725e-01 3.052103249150617814e-01 0.000000000000000000e+00
4.004004004004003692e-01 -6.973106258113569433e-01 2.674901029330949975e-01 0.000000000000000000e+00
4.204204204204204376e-01 -6.683987759241666327e-01 2.326575748396446097e-01 0.000000000000000000e+00
4.404404404404404505e-01 -6.385144082590624715e-01 2.008011016918994918e-01 0.000000000000000000e+00
4.604604604604604634e-01 -6.077236108884250809e-01 1.719442888331795816e-01 0.000000000000000000e+00
4.804804804804804763e-01 -5.760960100785048610e-01 1.460528590489359180e-01 0.000000000000000000e+00
5.005005005005005447e-01 -5.437047290772349939e-01 1.230424464045903193e-01 0.000000000000000000e+00
5.205205205205205576e-01 -5.106263257746290751e-01 1.027869412965520535e-01 0.000000000000000000e+00
5.405405405405405705e-01 -4.769407078783047260e-01 8.512703529094346744e-02 0.000000000000000000e+00
5.605605605605605835e-01 -4.427310244131781869e-01 6.987864594438908394e-02 0.000000000000000000e+00
5.805805805805805964e-01 -4.080835325425152260e-01 5.684094411529513891e-02 0.000000000000000000e+00
6.006006006006006093e-01 -3.730874389166944360e-01 4.580375602509647454e-02 0.000000000000000000e+00
6.206206206206206222e-01 -3.378347149826388951e-01 3.655416627581054012e-02 0.000000000000000000e+00
6.406406406406406351e-01 -3.024198859310138765e-01 2.888220305272823363e-02 0.000000000000000000e+00
6.606606606606606480e-01 -2.669397932163462550e-01 2.258553998485198638e-02 0.000000000000000000e+00
6.806806806806806609e-01 -2.314933308552316882e-01 1.747319819765701804e-02 0.000000000000000000e+00
7.007007007007006738e-01 -1.961811559861031951e-01 1.336827508359906234e-02 0.000000000000000000e+00
7.207207207207206867e-01 -1.611053744584024783e-01 1.010976191296926278e-02 0.000000000000000000e+00
7.407407407407406996e-01 -1.263692025062490842e-01 7.553539862371932284e-03 0.000000000000000000e+00
7.607607607607607125e-01 -9.207660585017669874e-02 5.572663145640737586e-03 0.000000000000000000e+00
7.807807807807807254e-01 -5.833191785680934272e-02 4.057048972485853729e-03 0.000000000000000000e+00
8.008008008008007383e-01 -2.523943866679469877e-02 2.912697716459087486e-03 0.000000000000000000e+00
8.208208208208208623e-01 7.096982529154820599e-03 2.060563935669604361e-03 0.000000000000000000e+00
8.408408408408408752e-01 3.857437962630087813e-02 1.435190950933624412e-03 0.000000000000000000e+00
8.608608608608608881e-01 6.909111348164710675e-02 9.832098415017784948e-04 0.000000000000000000e+00
8.808808808808809010e-01 9.854732463892248995e-02 6.617892755884189227e-04 0.000000000000000000e+00
